,MATCHUP,PTS,FG%,3P%,FT%,OREB,DREB,AST,STL,BLK,TOV,PF
201,MIA vs. BKN,-4.0,3.3999999999999986,5.699999999999999,13.700000000000003,-5.0,2.0,-2.0,1.0,-4.0,-3.0,-7.0
202,DAL @ UTA,12.0,14.200000000000003,22.400000000000002,0.7000000000000028,-17.0,6.0,8.0,-4.0,2.0,0.0,-3.0
203,UTA vs. DAL,-12.0,-14.200000000000003,-22.400000000000002,-0.7000000000000028,17.0,-6.0,-8.0,4.0,-2.0,0.0,3.0
204,DET @ ATL,7.0,4.799999999999997,9.599999999999998,-6.200000000000003,-1.0,6.0,-12.0,4.0,-1.0,-1.0,-3.0
205,ATL vs. DET,-7.0,-4.799999999999997,-9.599999999999998,6.200000000000003,1.0,-6.0,12.0,-4.0,1.0,1.0,3.0
206,NYK @ MIA,-11.0,-18.200000000000003,-8.699999999999996,3.6000000000000085,8.0,-5.0,-4.0,4.0,2.0,-6.0,7.0
207,MIA vs. NYK,11.0,18.200000000000003,8.699999999999996,-3.6000000000000085,-8.0,5.0,4.0,-4.0,-2.0,6.0,-7.0
208,MEM @ SAS,1.0,-3.1999999999999957,7.900000000000002,-5.299999999999997,7.0,-10.0,1.0,2.0,0.0,1.0,2.0
209,SAC vs. DAL,-1.0,3.1999999999999957,-7.900000000000002,5.299999999999997,-7.0,10.0,-1.0,-2.0,0.0,-1.0,-2.0
210,DAL @ SAC,2.0,-7.0,14.099999999999998,-12.899999999999999,10.0,-5.0,2.0,1.0,2.0,-3.0,-1.0
211,SAC vs. DAL,-2.0,7.0,-14.099999999999998,12.899999999999999,-10.0,5.0,-2.0,-1.0,-2.0,3.0,1.0
212,NOP @ POR,-6.0,-4.899999999999999,10.599999999999998,-8.900000000000006,-1.0,-11.0,1.0,5.0,-2.0,-4.0,2.0
213,POR vs. NOP,6.0,4.899999999999999,-10.599999999999998,8.900000000000006,1.0,11.0,-1.0,-5.0,2.0,4.0,-2.0
214,LAL @ LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,LAL @ LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,LAL @ LAC,-23.0,-14.700000000000003,-30.0,16.799999999999997,0.0,-14.0,-2.0,-3.0,-5.0,-2.0,2.0
217,LAC vs. LAL,23.0,14.700000000000003,30.0,-16.799999999999997,0.0,14.0,2.0,3.0,5.0,2.0,-2.0
218,UTA @ GSW,-28.0,-12.5,-20.7,-28.599999999999994,2.0,-10.0,-7.0,4.0,-1.0,-4.0,-10.0
219,GSW vs. UTA,28.0,12.5,20.7,28.599999999999994,-2.0,10.0,7.0,-4.0,1.0,4.0,10.0
220,ATL @ IND,19.0,15.200000000000003,19.4,13.200000000000003,-5.0,10.0,4.0,-5.0,0.0,4.0,0.0
221,IND vs. ATL,-19.0,-15.200000000000003,-19.4,-13.200000000000003,5.0,-10.0,-4.0,5.0,0.0,-4.0,0.0
222,OKC @ PHX,-7.0,-10.799999999999997,-19.699999999999996,13.599999999999994,2.0,0.0,0.0,0.0,2.0,0.0,6.0
223,PHX vs. OKC,7.0,10.799999999999997,19.699999999999996,-13.599999999999994,-2.0,0.0,0.0,0.0,-2.0,0.0,-6.0
224,MEM @ SAS,-20.0,-11.599999999999994,-5.199999999999996,-29.700000000000003,7.0,-10.0,-5.0,1.0,0.0,-1.0,3.0
225,SAS vs. MEM,20.0,11.599999999999994,5.199999999999996,29.700000000000003,-7.0,10.0,5.0,-1.0,0.0,1.0,-3.0
226,DAL @ SAC,-19.0,-15.399999999999999,1.0,-37.300000000000004,10.0,-5.0,-4.0,0.0,2.0,-5.0,0.0
227,SAS vs. MEM,19.0,15.399999999999999,-1.0,37.300000000000004,-10.0,5.0,4.0,0.0,-2.0,5.0,0.0
228,DEN @ HOU,-5.0,1.8000000000000043,9.100000000000001,1.7000000000000028,0.0,4.0,4.0,-7.0,-2.0,6.0,5.0
229,HOU vs. DEN,5.0,-1.8000000000000043,-9.100000000000001,-1.7000000000000028,0.0,-4.0,-4.0,7.0,2.0,-6.0,-5.0
230,TOR @ MIL,4.0,-3.700000000000003,33.3,4.0,0.0,2.0,-8.0,0.0,-3.0,0.0,1.0
231,MIL vs. TOR,-4.0,3.700000000000003,-33.3,-4.0,0.0,-2.0,8.0,0.0,3.0,0.0,-1.0
232,BKN @ PHI,4.0,5.699999999999996,-14.899999999999999,3.5,-1.0,2.0,2.0,0.0,1.0,-1.0,-6.0
233,PHI vs. BKN,-4.0,-5.699999999999996,14.899999999999999,-3.5,1.0,-2.0,-2.0,0.0,-1.0,1.0,6.0
234,CHI @ WAS,18.0,4.799999999999997,20.3,22.700000000000003,-3.0,8.0,8.0,1.0,0.0,-1.0,-5.0
235,WAS vs. CHI,-18.0,-4.799999999999997,-20.3,-22.700000000000003,3.0,-8.0,-8.0,-1.0,0.0,1.0,5.0
236,MIN @ ORL,-8.0,-7.600000000000001,-45.8,12.300000000000004,-5.0,-5.0,-3.0,4.0,2.0,-9.0,-13.0
237,ORL vs. MIN,8.0,7.600000000000001,45.8,-12.300000000000004,5.0,5.0,3.0,-4.0,-2.0,9.0,13.0
238,BOS @ DET,-4.0,-0.3999999999999986,6.100000000000001,-2.0,2.0,-8.0,7.0,2.0,2.0,-2.0,8.0
239,DET vs. BOS,4.0,0.3999999999999986,-6.100000000000001,2.0,-2.0,8.0,-7.0,-2.0,-2.0,2.0,-8.0
240,CHA @ CLE,2.0,0.8999999999999986,2.8000000000000007,-10.599999999999994,2.0,5.0,1.0,2.0,2.0,1.0,1.0
241,CLE vs. CHA,-2.0,-0.8999999999999986,-2.8000000000000007,10.599999999999994,-2.0,-5.0,-1.0,-2.0,-2.0,-1.0,-1.0
242,TOR @ MIL,10.0,-2.3999999999999986,37.3,13.899999999999991,4.0,5.0,-6.0,-6.0,-4.0,-4.0,12.0
243,MIN @ ORL,-10.0,2.3999999999999986,-37.3,-13.899999999999991,-4.0,-5.0,6.0,6.0,4.0,4.0,-12.0
244,DET @ BKN,-12.0,-13.899999999999999,-15.100000000000001,-19.9,17.0,3.0,-5.0,0.0,-1.0,-1.0,-5.0
245,BKN vs. DET,12.0,13.899999999999999,15.100000000000001,19.9,-17.0,-3.0,5.0,0.0,1.0,1.0,5.0
246,NOP @ UTA,-4.0,-5.0,5.700000000000003,-16.700000000000003,3.0,-1.0,-3.0,-2.0,3.0,-3.0,3.0
247,UTA vs. NOP,4.0,5.0,-5.700000000000003,16.700000000000003,-3.0,1.0,3.0,2.0,-3.0,3.0,-3.0
248,MIN @ MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,MIN @ MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,MIN @ MIA,32.0,0.6000000000000014,12.5,-3.700000000000003,1.0,7.0,10.0,3.0,-4.0,-3.0,-2.0
251,MIL @ CHI,-32.0,-0.6000000000000014,-12.5,3.700000000000003,-1.0,-7.0,-10.0,-3.0,4.0,3.0,2.0
252,MIN @ MIA,1.0,2.8000000000000043,6.899999999999999,-9.400000000000006,-5.0,-1.0,7.0,-1.0,-1.0,1.0,-5.0
253,MIA vs. MIN,-1.0,-2.8000000000000043,-6.899999999999999,9.400000000000006,5.0,1.0,-7.0,1.0,1.0,-1.0,5.0
254,DAL @ LAL,12.0,5.599999999999994,-1.1999999999999993,18.299999999999997,5.0,9.0,2.0,-2.0,-1.0,1.0,3.0
255,LAL vs. DAL,-12.0,-5.599999999999994,1.1999999999999993,-18.299999999999997,-5.0,-9.0,-2.0,2.0,1.0,-1.0,-3.0
256,ORL @ CHA,-11.0,-6.699999999999996,-10.2,0.7000000000000028,5.0,-8.0,-5.0,3.0,3.0,-1.0,10.0
257,CHA vs. ORL,11.0,6.699999999999996,10.2,-0.7000000000000028,-5.0,8.0,5.0,-3.0,-3.0,1.0,-10.0
258,MIL @ CHI,-1.0,3.3000000000000043,-12.5,-8.299999999999997,0.0,-8.0,-3.0,2.0,2.0,6.0,9.0
259,CHA vs. ORL,1.0,-3.3000000000000043,12.5,8.299999999999997,0.0,8.0,3.0,-2.0,-2.0,-6.0,-9.0
260,PHX @ POR,16.0,-3.0,0.0,17.599999999999994,10.0,1.0,-3.0,2.0,-4.0,-3.0,-3.0
261,POR vs. PHX,-16.0,3.0,0.0,-17.599999999999994,-10.0,-1.0,3.0,-2.0,4.0,3.0,3.0
262,SAC @ GSW,-33.0,-13.100000000000001,-23.299999999999997,5.299999999999997,-5.0,-8.0,-13.0,-2.0,-3.0,4.0,-8.0
263,GSW vs. SAC,33.0,13.100000000000001,23.299999999999997,-5.299999999999997,5.0,8.0,13.0,2.0,3.0,-4.0,8.0
264,PHI @ BOS,9.0,6.899999999999999,4.300000000000001,-8.0,-10.0,-5.0,-2.0,8.0,-1.0,-10.0,-6.0
265,BOS vs. PHI,-9.0,-6.899999999999999,-4.300000000000001,8.0,10.0,5.0,2.0,-8.0,1.0,10.0,6.0
266,WAS @ NYK,1.0,4.0,-18.900000000000002,-27.5,4.0,3.0,-5.0,-2.0,-1.0,-1.0,1.0
267,NYK vs. WAS,-1.0,-4.0,18.900000000000002,27.5,-4.0,-3.0,5.0,2.0,1.0,1.0,-1.0
268,CLE @ ATL,-19.0,-18.9,-20.999999999999996,4.0,8.0,-12.0,-19.0,12.0,0.0,-10.0,1.0
269,ATL vs. CLE,19.0,18.9,20.999999999999996,-4.0,-8.0,12.0,19.0,-12.0,0.0,10.0,-1.0
270,DEN @ MEM,-8.0,-2.3000000000000043,12.2,-5.099999999999994,4.0,4.0,-2.0,-2.0,0.0,9.0,1.0
271,MEM vs. DEN,8.0,2.3000000000000043,-12.2,5.099999999999994,-4.0,-4.0,2.0,2.0,0.0,-9.0,-1.0
272,ORL @ CHA,-22.0,-1.2999999999999972,-4.5,4.700000000000003,-2.0,1.0,-9.0,-5.0,5.0,2.0,1.0
273,CHI vs. MIL,22.0,1.2999999999999972,4.5,-4.700000000000003,2.0,-1.0,9.0,5.0,-5.0,-2.0,-1.0
274,MIL @ CHI,-12.0,8.700000000000003,-6.800000000000001,-4.299999999999997,-7.0,1.0,-7.0,-6.0,4.0,9.0,0.0
275,CHI vs. MIL,12.0,-8.700000000000003,6.800000000000001,4.299999999999997,7.0,-1.0,7.0,6.0,-4.0,-9.0,0.0
276,IND @ TOR,-8.0,-5.300000000000004,9.0,3.5999999999999943,-1.0,-2.0,-4.0,0.0,-2.0,-1.0,-1.0
277,TOR vs. IND,8.0,5.300000000000004,-9.0,-3.5999999999999943,1.0,2.0,4.0,0.0,2.0,1.0,1.0
278,OKC @ HOU,-4.0,2.4000000000000057,0.0,3.5,1.0,-1.0,3.0,-3.0,6.0,3.0,3.0
279,HOU vs. OKC,4.0,-2.4000000000000057,0.0,-3.5,-1.0,1.0,-3.0,3.0,-6.0,-3.0,-3.0
280,DAL @ LAC,6.0,7.100000000000001,26.099999999999998,5.700000000000003,-4.0,9.0,-2.0,-3.0,5.0,5.0,1.0
281,LAC vs. DAL,-6.0,-7.100000000000001,-26.099999999999998,-5.700000000000003,4.0,-9.0,2.0,3.0,-5.0,-5.0,-1.0
282,SAS @ OKC,-12.0,-6.199999999999996,7.600000000000001,-12.0,5.0,-2.0,0.0,-9.0,-2.0,5.0,2.0
283,OKC vs. SAS,12.0,6.199999999999996,-7.600000000000001,12.0,-5.0,2.0,0.0,9.0,2.0,-5.0,-2.0
284,DET @ IND,-7.0,-12.799999999999997,15.999999999999996,-7.099999999999994,7.0,-7.0,-8.0,3.0,-3.0,-5.0,-3.0
285,IND vs. DET,7.0,12.799999999999997,-15.999999999999996,7.099999999999994,-7.0,7.0,8.0,-3.0,3.0,5.0,3.0
286,CLE @ ORL,21.0,13.400000000000006,10.700000000000003,-1.7000000000000028,-3.0,6.0,7.0,1.0,0.0,-5.0,-6.0
287,ORL vs. CLE,-21.0,-13.400000000000006,-10.700000000000003,1.7000000000000028,3.0,-6.0,-7.0,-1.0,0.0,5.0,6.0
288,HOU @ TOR,-4.0,-3.8999999999999986,-5.399999999999999,-1.1000000000000085,7.0,4.0,-1.0,1.0,-2.0,2.0,5.0
289,TOR vs. HOU,4.0,3.8999999999999986,5.399999999999999,1.1000000000000085,-7.0,-4.0,1.0,-1.0,2.0,-2.0,-5.0
290,BOS @ WAS,-26.0,-23.0,-40.1,-2.4000000000000057,4.0,-16.0,-9.0,2.0,-2.0,-7.0,-2.0
291,WAS vs. BOS,26.0,23.0,40.1,2.4000000000000057,-4.0,16.0,9.0,-2.0,2.0,7.0,2.0
292,NOP @ DEN,13.0,10.699999999999996,-21.599999999999998,9.899999999999991,-9.0,4.0,5.0,-2.0,3.0,11.0,7.0
293,DET @ IND,-13.0,-10.699999999999996,21.599999999999998,-9.899999999999991,9.0,-4.0,-5.0,2.0,-3.0,-11.0,-7.0
294,BKN @ NYK,-29.0,-20.0,-13.2,0.0,-2.0,-16.0,-10.0,-2.0,-5.0,1.0,-9.0
295,NYK vs. BKN,29.0,20.0,13.2,0.0,2.0,16.0,10.0,2.0,5.0,-1.0,9.0
296,CHA @ PHI,15.0,7.0,25.9,-7.700000000000003,-5.0,14.0,15.0,-3.0,0.0,-5.0,-9.0
297,PHX vs. LAC,-15.0,-7.0,-25.9,7.700000000000003,5.0,-14.0,-15.0,3.0,0.0,5.0,9.0
298,LAC @ PHX,4.0,0.5999999999999943,13.699999999999996,5.200000000000003,-4.0,2.0,1.0,6.0,0.0,-1.0,-2.0
299,PHX vs. LAC,-4.0,-0.5999999999999943,-13.699999999999996,-5.200000000000003,4.0,-2.0,-1.0,-6.0,0.0,1.0,2.0
300,MEM @ MIN,-8.0,-8.5,1.7999999999999972,2.4000000000000057,3.0,0.0,2.0,-6.0,-2.0,2.0,3.0
301,MIA vs. MIL,8.0,8.5,-1.7999999999999972,-2.4000000000000057,-3.0,0.0,-2.0,6.0,2.0,-2.0,-3.0
302,MIL @ MIA,-19.0,-6.800000000000004,-12.400000000000002,35.7,3.0,4.0,-4.0,-9.0,-2.0,8.0,4.0
303,MIA vs. MIL,19.0,6.800000000000004,12.400000000000002,-35.7,-3.0,-4.0,4.0,9.0,2.0,-8.0,-4.0
304,GSW @ SAS,-21.0,-10.600000000000001,17.0,13.599999999999994,-1.0,-11.0,-8.0,1.0,0.0,0.0,7.0
305,SAS vs. GSW,21.0,10.600000000000001,-17.0,-13.599999999999994,1.0,11.0,8.0,-1.0,0.0,0.0,-7.0
306,LAL @ SAC,-9.0,-14.5,21.799999999999997,-6.400000000000006,6.0,1.0,-3.0,1.0,4.0,-3.0,9.0
307,SAS vs. GSW,9.0,14.5,-21.799999999999997,6.400000000000006,-6.0,-1.0,3.0,-1.0,-4.0,3.0,-9.0
308,NOP @ DEN,-30.0,-9.200000000000003,-33.400000000000006,5.799999999999997,0.0,2.0,-12.0,-3.0,-5.0,5.0,-4.0
309,DEN vs. NOP,30.0,9.200000000000003,33.400000000000006,-5.799999999999997,0.0,-2.0,12.0,3.0,5.0,-5.0,4.0
310,CHA @ PHI,30.0,11.0,32.3,4.0,2.0,13.0,11.0,-4.0,2.0,-2.0,-7.0
311,PHI vs. CHA,-30.0,-11.0,-32.3,-4.0,-2.0,-13.0,-11.0,4.0,-2.0,2.0,7.0
312,LAC @ PHX,19.0,4.599999999999994,20.099999999999998,16.900000000000006,3.0,1.0,-3.0,5.0,2.0,2.0,0.0
313,PHI vs. CHA,-19.0,-4.599999999999994,-20.099999999999998,-16.900000000000006,-3.0,-1.0,3.0,-5.0,-2.0,-2.0,0.0
314,CHI @ ATL,13.0,6.899999999999999,14.700000000000003,9.799999999999997,-2.0,0.0,3.0,6.0,0.0,-3.0,2.0
315,ATL vs. CHI,-13.0,-6.899999999999999,-14.700000000000003,-9.799999999999997,2.0,0.0,-3.0,-6.0,0.0,3.0,-2.0
316,MEM @ MIN,11.0,-1.6999999999999957,14.2,-33.3,0.0,-4.0,6.0,3.0,0.0,-6.0,-1.0
317,MIL @ MIA,-11.0,1.6999999999999957,-14.2,33.3,0.0,4.0,-6.0,-3.0,0.0,6.0,1.0
318,MIL @ MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,MIL @ MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,GSW @ SAS,-17.0,-6.399999999999999,4.800000000000004,33.3,-1.0,-13.0,5.0,-1.0,-2.0,5.0,1.0
321,SAC vs. LAL,17.0,6.399999999999999,-4.800000000000004,-33.3,1.0,13.0,-5.0,1.0,2.0,-5.0,-1.0
322,LAL @ SAC,-5.0,-10.299999999999997,9.600000000000001,13.299999999999997,6.0,-1.0,10.0,-1.0,2.0,2.0,3.0
323,SAC vs. LAL,5.0,10.299999999999997,-9.600000000000001,-13.299999999999997,-6.0,1.0,-10.0,1.0,-2.0,-2.0,-3.0
324,MEM @ MIN,-14.0,-11.0,5.099999999999998,-2.0999999999999943,-1.0,-7.0,-7.0,-2.0,-3.0,-3.0,2.0
325,MIN vs. MEM,14.0,11.0,-5.099999999999998,2.0999999999999943,1.0,7.0,7.0,2.0,3.0,3.0,-2.0
326,MIL @ MIA,-25.0,-9.300000000000004,-9.100000000000001,31.200000000000003,-1.0,-3.0,-13.0,-5.0,-3.0,3.0,3.0
327,MIN vs. MEM,25.0,9.300000000000004,9.100000000000001,-31.200000000000003,1.0,3.0,13.0,5.0,3.0,-3.0,-3.0
328,GSW @ DAL,2.0,8.100000000000001,1.6999999999999957,-25.0,-5.0,6.0,6.0,-1.0,-2.0,4.0,4.0
329,DAL vs. GSW,-2.0,-8.100000000000001,-1.6999999999999957,25.0,5.0,-6.0,-6.0,1.0,2.0,-4.0,-4.0
330,HOU @ BKN,-9.0,-14.899999999999999,4.600000000000001,13.899999999999991,4.0,-2.0,-3.0,-3.0,-2.0,2.0,-10.0
331,BKN vs. HOU,9.0,14.899999999999999,-4.600000000000001,-13.899999999999991,-4.0,2.0,3.0,3.0,2.0,-2.0,10.0
332,POR @ LAL,12.0,1.8999999999999986,0.7999999999999972,4.099999999999994,2.0,3.0,1.0,3.0,-5.0,-1.0,2.0
333,LAL vs. POR,-12.0,-1.8999999999999986,-0.7999999999999972,-4.099999999999994,-2.0,-3.0,-1.0,-3.0,5.0,1.0,-2.0
334,BOS @ CHI,-14.0,-7.200000000000003,9.2,-20.5,1.0,-4.0,-11.0,1.0,1.0,3.0,-1.0
335,CHI vs. BOS,14.0,7.200000000000003,-9.2,20.5,-1.0,4.0,11.0,-1.0,-1.0,-3.0,1.0
336,WAS @ CHA,0.0,0.6000000000000014,34.099999999999994,-24.599999999999994,-2.0,-1.0,-2.0,-3.0,0.0,1.0,5.0
337,CHI vs. BOS,0.0,-0.6000000000000014,-34.099999999999994,24.599999999999994,2.0,1.0,2.0,3.0,0.0,-1.0,-5.0
338,PHI @ ATL,-8.0,3.8999999999999986,14.100000000000001,-20.0,-7.0,-2.0,0.0,1.0,6.0,4.0,10.0
339,ATL vs. PHI,8.0,-3.8999999999999986,-14.100000000000001,20.0,7.0,2.0,0.0,-1.0,-6.0,-4.0,-10.0
340,NYK @ UTA,9.0,8.300000000000004,-2.299999999999997,10.799999999999997,-13.0,1.0,3.0,3.0,6.0,-2.0,-5.0
341,UTA vs. NYK,-9.0,-8.300000000000004,2.299999999999997,-10.799999999999997,13.0,-1.0,-3.0,-3.0,-6.0,2.0,5.0
342,MEM @ DEN,2.0,-4.599999999999994,25.6,-1.7999999999999972,6.0,-6.0,-3.0,0.0,0.0,-3.0,-4.0
343,DEN vs. MEM,-2.0,4.599999999999994,-25.6,1.7999999999999972,-6.0,6.0,3.0,0.0,0.0,3.0,4.0
344,MIL @ DET,19.0,-5.0,-0.6000000000000014,19.5,7.0,0.0,8.0,-2.0,2.0,-1.0,-3.0
345,DEN vs. MEM,-19.0,5.0,0.6000000000000014,-19.5,-7.0,0.0,-8.0,2.0,-2.0,1.0,3.0
346,SAS @ IND,26.0,8.599999999999994,4.200000000000003,4.799999999999997,8.0,-2.0,4.0,6.0,2.0,-7.0,-3.0
347,IND vs. SAS,-26.0,-8.599999999999994,-4.200000000000003,-4.799999999999997,-8.0,2.0,-4.0,-6.0,-2.0,7.0,3.0
348,BOS @ CHI,-20.0,-3.3000000000000043,13.7,-12.0,-3.0,-8.0,0.0,4.0,-1.0,6.0,0.0
349,CHA vs. WAS,20.0,3.3000000000000043,-13.7,12.0,3.0,8.0,0.0,-4.0,1.0,-6.0,0.0
350,WAS @ CHA,-6.0,4.5,38.599999999999994,-16.099999999999994,-6.0,-5.0,9.0,0.0,-2.0,4.0,6.0
351,CHA vs. WAS,6.0,-4.5,-38.599999999999994,16.099999999999994,6.0,5.0,-9.0,0.0,2.0,-4.0,-6.0
352,TOR @ MIA,-28.0,5.700000000000003,1.4000000000000021,-27.799999999999997,-13.0,-7.0,-11.0,2.0,-4.0,1.0,5.0
353,MIL @ DET,28.0,-5.700000000000003,-1.4000000000000021,27.799999999999997,13.0,7.0,11.0,-2.0,4.0,-1.0,-5.0
354,LAC @ MIN,3.0,2.0,10.600000000000001,3.5,-5.0,4.0,-5.0,3.0,-1.0,5.0,-2.0
355,MIL @ DET,-3.0,-2.0,-10.600000000000001,-3.5,5.0,-4.0,5.0,-3.0,1.0,-5.0,2.0
356,MEM @ DEN,-22.0,-2.6999999999999957,16.5,-14.900000000000006,-2.0,-5.0,-11.0,2.0,-2.0,0.0,-7.0
357,DET vs. MIL,22.0,2.6999999999999957,-16.5,14.900000000000006,2.0,5.0,11.0,-2.0,2.0,0.0,7.0
358,MIL @ DET,-5.0,-3.1000000000000014,-9.700000000000003,6.3999999999999915,-1.0,1.0,0.0,0.0,0.0,2.0,-6.0
359,DET vs. MIL,5.0,3.1000000000000014,9.700000000000003,-6.3999999999999915,1.0,-1.0,0.0,0.0,0.0,-2.0,6.0
360,TOR @ MIA,-10.0,-1.5,2.8000000000000007,-31.799999999999997,-1.0,-5.0,-2.0,2.0,-1.0,-1.0,11.0
361,MIA vs. TOR,10.0,1.5,-2.8000000000000007,31.799999999999997,1.0,5.0,2.0,-2.0,1.0,1.0,-11.0
362,LAC @ MIN,21.0,-5.200000000000003,12.0,-0.5,7.0,6.0,4.0,3.0,2.0,3.0,4.0
363,MIA vs. TOR,-21.0,5.200000000000003,-12.0,0.5,-7.0,-6.0,-4.0,-3.0,-2.0,-3.0,-4.0
364,TOR @ MIA,-21.0,7.299999999999997,-7.699999999999999,-35.7,-7.0,-5.0,-13.0,-2.0,-3.0,-3.0,2.0
365,MIN vs. LAC,21.0,-7.299999999999997,7.699999999999999,35.7,7.0,5.0,13.0,2.0,3.0,3.0,-2.0
366,LAC @ MIN,10.0,3.5999999999999943,1.5,-4.400000000000006,1.0,6.0,-7.0,-1.0,0.0,1.0,-5.0
367,MIN vs. LAC,-10.0,-3.5999999999999943,-1.5,4.400000000000006,-1.0,-6.0,7.0,1.0,0.0,-1.0,5.0
368,SAC @ NOP,5.0,-1.7999999999999972,-8.400000000000002,-2.700000000000003,12.0,5.0,-2.0,-4.0,-7.0,5.0,-7.0
369,NOP vs. SAC,-5.0,1.7999999999999972,8.400000000000002,2.700000000000003,-12.0,-5.0,2.0,4.0,7.0,-5.0,7.0
370,UTA @ OKC,-20.0,-13.5,-32.5,-13.5,9.0,-11.0,-3.0,-1.0,-3.0,2.0,-10.0
371,OKC vs. UTA,20.0,13.5,32.5,13.5,-9.0,11.0,3.0,1.0,3.0,-2.0,10.0
372,TOR @ ORL,5.0,-9.899999999999999,-5.199999999999996,24.89999999999999,2.0,-5.0,-11.0,3.0,-2.0,-4.0,-9.0
373,ORL vs. TOR,-5.0,9.899999999999999,5.199999999999996,-24.89999999999999,-2.0,5.0,11.0,-3.0,2.0,4.0,9.0
374,PHX @ LAL,-16.0,-14.5,-5.600000000000001,-16.700000000000003,8.0,-2.0,-9.0,-1.0,-3.0,0.0,-1.0
375,LAL vs. PHX,16.0,14.5,5.600000000000001,16.700000000000003,-8.0,2.0,9.0,1.0,3.0,0.0,1.0
376,CHI @ BOS,5.0,6.899999999999999,15.5,5.599999999999994,-10.0,2.0,1.0,-1.0,4.0,0.0,-10.0
377,BOS vs. CHI,-5.0,-6.899999999999999,-15.5,-5.599999999999994,10.0,-2.0,-1.0,1.0,-4.0,0.0,10.0
378,MIN @ BKN,-15.0,-3.0,-11.399999999999999,-6.0,-2.0,1.0,3.0,-1.0,-5.0,0.0,-4.0
379,BKN vs. MIN,15.0,3.0,11.399999999999999,6.0,2.0,-1.0,-3.0,1.0,5.0,0.0,4.0
380,NYK @ GSW,5.0,4.600000000000001,3.700000000000003,7.1000000000000085,-4.0,-2.0,1.0,3.0,-4.0,-1.0,0.0
381,GSW vs. NYK,-5.0,-4.600000000000001,-3.700000000000003,-7.1000000000000085,4.0,2.0,-1.0,-3.0,4.0,1.0,0.0
382,IND @ CLE,-14.0,-7.5,0.6999999999999957,-18.5,0.0,-4.0,1.0,2.0,2.0,0.0,0.0
383,CLE vs. IND,14.0,7.5,-0.6999999999999957,18.5,0.0,4.0,-1.0,-2.0,-2.0,0.0,0.0
384,MEM @ POR,-7.0,-5.899999999999999,-3.8999999999999986,-26.9,6.0,-4.0,5.0,5.0,-1.0,-3.0,3.0
385,POR vs. MEM,7.0,5.899999999999999,3.8999999999999986,26.9,-6.0,4.0,-5.0,-5.0,1.0,3.0,-3.0
386,DET @ PHI,-25.0,-13.400000000000006,-28.5,2.3999999999999915,2.0,-4.0,-9.0,-6.0,-2.0,4.0,-5.0
387,PHI vs. DET,25.0,13.400000000000006,28.5,-2.3999999999999915,-2.0,4.0,9.0,6.0,2.0,-4.0,5.0
388,MIA @ MIL,21.0,9.0,1.7999999999999972,16.700000000000003,-3.0,6.0,3.0,-1.0,4.0,-3.0,-4.0
389,MIL vs. MIA,-21.0,-9.0,-1.7999999999999972,-16.700000000000003,3.0,-6.0,-3.0,1.0,-4.0,3.0,4.0
390,LAC @ HOU,11.0,6.700000000000003,1.3000000000000007,-18.9,-2.0,-4.0,12.0,8.0,7.0,-10.0,4.0
391,HOU vs. LAC,-11.0,-6.700000000000003,-1.3000000000000007,18.9,2.0,4.0,-12.0,-8.0,-7.0,10.0,-4.0
392,NOP @ SAS,-20.0,-12.399999999999999,-5.0,12.899999999999991,-6.0,0.0,-1.0,-3.0,0.0,-7.0,-10.0
393,SAC @ DAL,20.0,12.399999999999999,5.0,-12.899999999999991,6.0,0.0,1.0,3.0,0.0,7.0,10.0
394,SAC @ DAL,-3.0,3.299999999999997,-0.3999999999999986,-11.599999999999994,8.0,4.0,-11.0,4.0,-5.0,6.0,11.0
395,DAL vs. SAC,3.0,-3.299999999999997,0.3999999999999986,11.599999999999994,-8.0,-4.0,11.0,-4.0,5.0,-6.0,-11.0
396,ATL @ WAS,-4.0,-6.899999999999999,-13.899999999999999,3.4000000000000057,-1.0,-3.0,3.0,-5.0,-3.0,-1.0,0.0
397,WAS vs. ATL,4.0,6.899999999999999,13.899999999999999,-3.4000000000000057,1.0,3.0,-3.0,5.0,3.0,1.0,0.0
398,NOP @ SAS,-16.0,-7.899999999999999,-17.9,16.299999999999997,-1.0,-4.0,-8.0,0.0,-9.0,-2.0,3.0
399,SAS vs. NOP,16.0,7.899999999999999,17.9,-16.299999999999997,1.0,4.0,8.0,0.0,9.0,2.0,-3.0
400,MIA @ MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,MIA @ MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,LAL @ MIN,-36.0,-23.999999999999993,-16.4,-2.5,5.0,-28.0,-11.0,9.0,0.0,-13.0,16.0
