,MATCHUP,PTS,FG%,3P%,FT%,OREB,DREB,AST,STL,BLK,TOV,PF
2761,CHA vs. PHX,-7.0,-5.5,-22.1,14.800000000000004,2.0,-4.0,-4.0,1.0,-1.0,-5.0,3.0
2762,GSW @ LAL,-7.0,-6.100000000000001,-4.899999999999999,-12.200000000000003,9.0,5.0,2.0,-2.0,-2.0,4.0,-2.0
2763,LAL vs. GSW,7.0,6.100000000000001,4.899999999999999,12.200000000000003,-9.0,-5.0,-2.0,2.0,2.0,-4.0,2.0
2764,MIL @ PHI,9.0,-3.0,-15.899999999999999,12.899999999999999,1.0,-12.0,13.0,1.0,-1.0,-5.0,-2.0
2765,PHX @ CHA,-9.0,3.0,15.899999999999999,-12.899999999999999,-1.0,12.0,-13.0,-1.0,1.0,5.0,2.0
2766,ATL @ DET,7.0,0.6000000000000014,11.699999999999996,3.1000000000000014,0.0,-6.0,1.0,2.0,-5.0,-1.0,-2.0
2767,DET vs. ATL,-7.0,-0.6000000000000014,-11.699999999999996,-3.1000000000000014,0.0,6.0,-1.0,-2.0,5.0,1.0,2.0
2768,UTA @ DAL,-10.0,-0.7000000000000028,-6.200000000000003,-7.3999999999999915,-4.0,-6.0,8.0,0.0,2.0,1.0,5.0
2769,DAL vs. UTA,10.0,0.7000000000000028,6.200000000000003,7.3999999999999915,4.0,6.0,-8.0,0.0,-2.0,-1.0,-5.0
2770,BKN @ MIN,-30.0,-1.5,0.6999999999999993,-17.0,-7.0,7.0,-21.0,-5.0,-4.0,12.0,-1.0
2771,MIN vs. BKN,30.0,1.5,-0.6999999999999993,17.0,7.0,-7.0,21.0,5.0,4.0,-12.0,1.0
2772,WAS @ TOR,-8.0,-5.5,7.4999999999999964,3.0,-4.0,-3.0,-5.0,1.0,-4.0,0.0,2.0
2773,TOR vs. WAS,8.0,5.5,-7.4999999999999964,-3.0,4.0,3.0,5.0,-1.0,4.0,0.0,-2.0
2774,CHI @ POR,-3.0,-2.299999999999997,-10.5,-3.5999999999999943,7.0,6.0,-10.0,-3.0,-2.0,2.0,-1.0
2775,POR vs. CHI,3.0,2.299999999999997,10.5,3.5999999999999943,-7.0,-6.0,10.0,3.0,2.0,-2.0,1.0
2776,LAC @ OKC,-14.0,-10.600000000000001,7.5,-18.799999999999997,1.0,-9.0,1.0,2.0,-5.0,-7.0,3.0
2777,OKC vs. LAC,14.0,10.600000000000001,-7.5,18.799999999999997,-1.0,9.0,-1.0,-2.0,5.0,7.0,-3.0
2778,CHI @ DEN,-10.0,-6.400000000000006,-12.899999999999999,2.6000000000000014,9.0,1.0,-1.0,-2.0,-7.0,2.0,1.0
2779,DEN vs. CHI,10.0,6.400000000000006,12.899999999999999,-2.6000000000000014,-9.0,-1.0,1.0,2.0,7.0,-2.0,-1.0
2780,UTA @ NOP,-7.0,-6.0,0.0,19.4,-5.0,-2.0,3.0,-2.0,-6.0,2.0,5.0
2781,NOP vs. UTA,7.0,6.0,0.0,-19.4,5.0,2.0,-3.0,2.0,6.0,-2.0,-5.0
2782,BKN @ CHA,-4.0,3.3999999999999986,8.899999999999999,12.0,-11.0,6.0,4.0,-1.0,1.0,2.0,7.0
2783,CHA vs. BKN,4.0,-3.3999999999999986,-8.899999999999999,-12.0,11.0,-6.0,-4.0,1.0,-1.0,-2.0,-7.0
2784,MIA @ ORL,28.0,10.600000000000001,10.799999999999997,0.09999999999999432,5.0,10.0,8.0,-1.0,1.0,-3.0,-8.0
2785,ORL vs. MIA,-28.0,-10.600000000000001,-10.799999999999997,-0.09999999999999432,-5.0,-10.0,-8.0,1.0,-1.0,3.0,8.0
2786,LAC @ MIN,20.0,5.600000000000001,14.299999999999997,4.200000000000003,-6.0,7.0,6.0,2.0,0.0,0.0,6.0
2787,MIL vs. POR,-20.0,-5.600000000000001,-14.299999999999997,-4.200000000000003,6.0,-7.0,-6.0,-2.0,0.0,0.0,-6.0
2788,POR @ MIL,9.0,-3.0999999999999943,-0.20000000000000284,8.400000000000006,4.0,-1.0,8.0,4.0,0.0,-3.0,-5.0
2789,MIL vs. POR,-9.0,3.0999999999999943,0.20000000000000284,-8.400000000000006,-4.0,1.0,-8.0,-4.0,0.0,3.0,5.0
2790,DET @ ATL,-8.0,-10.5,0.6000000000000014,4.200000000000003,10.0,-5.0,-6.0,2.0,-3.0,-6.0,9.0
2791,ATL vs. DET,8.0,10.5,-0.6000000000000014,-4.200000000000003,-10.0,5.0,6.0,-2.0,3.0,6.0,-9.0
2792,SAC @ PHX,15.0,1.5999999999999943,6.200000000000003,10.0,0.0,-8.0,-1.0,6.0,-2.0,-10.0,0.0
2793,PHI vs. TOR,-15.0,-1.5999999999999943,-6.200000000000003,-10.0,0.0,8.0,1.0,-6.0,2.0,10.0,0.0
2794,TOR @ PHI,10.0,-2.8000000000000043,13.299999999999997,4.3999999999999915,0.0,-9.0,4.0,2.0,5.0,-10.0,0.0
2795,PHI vs. TOR,-10.0,2.8000000000000043,-13.299999999999997,-4.3999999999999915,0.0,9.0,-4.0,-2.0,-5.0,10.0,0.0
2796,BOS @ SAS,-20.0,-1.0,-14.500000000000004,7.5,1.0,1.0,-1.0,-7.0,1.0,7.0,-3.0
2797,SAC @ PHX,20.0,1.0,14.500000000000004,-7.5,-1.0,-1.0,1.0,7.0,-1.0,-7.0,3.0
2798,WAS @ CLE,7.0,3.6000000000000014,3.0,14.299999999999997,2.0,4.0,12.0,1.0,5.0,-1.0,-3.0
2799,CLE vs. WAS,-7.0,-3.6000000000000014,-3.0,-14.299999999999997,-2.0,-4.0,-12.0,-1.0,-5.0,1.0,3.0
2800,LAC @ MIN,-18.0,-2.0,-12.5,-28.099999999999994,-6.0,9.0,-3.0,-4.0,-1.0,-2.0,10.0
2801,MIA @ ORL,18.0,2.0,12.5,28.099999999999994,6.0,-9.0,3.0,4.0,1.0,2.0,-10.0
2802,POR @ MIL,-29.0,-10.699999999999996,-27.0,-23.89999999999999,4.0,1.0,-1.0,-2.0,-1.0,-5.0,-1.0
2803,MIA @ ORL,29.0,10.699999999999996,27.0,23.89999999999999,-4.0,-1.0,1.0,2.0,1.0,5.0,1.0
2804,LAC @ MIN,4.0,11.600000000000001,27.3,-18.099999999999994,-4.0,2.0,0.0,-2.0,3.0,5.0,8.0
2805,MIN vs. LAC,-4.0,-11.600000000000001,-27.3,18.099999999999994,4.0,-2.0,0.0,2.0,-3.0,-5.0,-8.0
2806,POR @ MIL,-7.0,2.9000000000000057,12.8,-13.899999999999991,6.0,-6.0,2.0,0.0,3.0,2.0,-3.0
2807,MIN vs. LAC,7.0,-2.9000000000000057,-12.8,13.899999999999991,-6.0,6.0,-2.0,0.0,-3.0,-2.0,3.0
2808,IND @ NYK,7.0,0.8999999999999986,3.3000000000000007,-4.6000000000000085,-6.0,3.0,1.0,-2.0,3.0,-1.0,-13.0
2809,NYK vs. IND,-7.0,-0.8999999999999986,-3.3000000000000007,4.6000000000000085,6.0,-3.0,-1.0,2.0,-3.0,1.0,13.0
2810,SAC @ PHX,7.0,1.5999999999999943,-4.299999999999997,16.0,-4.0,9.0,7.0,5.0,-4.0,-7.0,-3.0
2811,PHX vs. SAC,-7.0,-1.5999999999999943,4.299999999999997,-16.0,4.0,-9.0,-7.0,-5.0,4.0,7.0,3.0
2812,TOR @ PHI,2.0,-2.8000000000000043,2.799999999999997,10.399999999999991,-4.0,8.0,12.0,1.0,3.0,-7.0,-3.0
2813,PHX vs. SAC,-2.0,2.8000000000000043,-2.799999999999997,-10.399999999999991,4.0,-8.0,-12.0,-1.0,-3.0,7.0,3.0
2814,BOS @ SAS,-11.0,-2.8000000000000043,-11.400000000000002,16.700000000000003,3.0,0.0,-9.0,-8.0,-3.0,6.0,6.0
2815,SAS vs. BOS,11.0,2.8000000000000043,11.400000000000002,-16.700000000000003,-3.0,0.0,9.0,8.0,3.0,-6.0,-6.0
2816,MEM @ GSW,7.0,-5.299999999999997,-2.8000000000000007,39.5,9.0,-4.0,-7.0,5.0,3.0,-8.0,-3.0
2817,GSW vs. MEM,-7.0,5.299999999999997,2.8000000000000007,-39.5,-9.0,4.0,7.0,-5.0,-3.0,8.0,3.0
2818,HOU @ DAL,-3.0,-3.0,-11.299999999999997,-12.099999999999994,1.0,-7.0,3.0,0.0,-3.0,-4.0,-3.0
2819,DAL vs. HOU,3.0,3.0,11.299999999999997,12.099999999999994,-1.0,7.0,-3.0,0.0,3.0,4.0,3.0
2820,PHX @ SAC,-3.0,-0.20000000000000284,-1.8999999999999986,-3.5999999999999943,-9.0,-8.0,2.0,1.0,0.0,-4.0,-1.0
2821,SAC vs. PHX,3.0,0.20000000000000284,1.8999999999999986,3.5999999999999943,9.0,8.0,-2.0,-1.0,0.0,4.0,1.0
2822,BOS @ HOU,-24.0,-24.6,-7.899999999999999,-5.0,12.0,-17.0,-6.0,3.0,-7.0,-7.0,-1.0
2823,HOU vs. BOS,24.0,24.6,7.899999999999999,5.0,-12.0,17.0,6.0,-3.0,7.0,7.0,1.0
2824,ATL @ MIA,-12.0,1.1000000000000014,10.099999999999994,6.599999999999994,1.0,-4.0,0.0,2.0,-1.0,11.0,4.0
2825,MIN @ WAS,12.0,-1.1000000000000014,-10.099999999999994,-6.599999999999994,-1.0,4.0,0.0,-2.0,1.0,-11.0,-4.0
2826,NYK @ DET,-6.0,-6.600000000000001,-11.799999999999997,6.3999999999999915,0.0,-2.0,-3.0,3.0,-1.0,-2.0,2.0
2827,DET vs. NYK,6.0,6.600000000000001,11.799999999999997,-6.3999999999999915,0.0,2.0,3.0,-3.0,1.0,2.0,-2.0
2828,ATL @ MIA,-16.0,-6.0,-1.8000000000000043,10.099999999999994,3.0,-1.0,-4.0,-5.0,-1.0,9.0,4.0
2829,MIA vs. ATL,16.0,6.0,1.8000000000000043,-10.099999999999994,-3.0,1.0,4.0,5.0,1.0,-9.0,-4.0
2830,MIN @ WAS,-4.0,-4.700000000000003,-11.0,-33.3,5.0,-4.0,-9.0,-4.0,-1.0,2.0,-7.0
2831,WAS vs. MIN,4.0,4.700000000000003,11.0,33.3,-5.0,4.0,9.0,4.0,1.0,-2.0,7.0
2832,CHA @ CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2833,CHA @ CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2834,POR @ BKN,10.0,17.4,21.299999999999997,-8.599999999999994,-5.0,11.0,7.0,-4.0,1.0,7.0,7.0
2835,BKN vs. POR,-10.0,-17.4,-21.299999999999997,8.599999999999994,5.0,-11.0,-7.0,4.0,-1.0,-7.0,-7.0
2836,MEM @ LAC,4.0,8.600000000000001,11.300000000000004,-7.700000000000003,-5.0,7.0,3.0,0.0,1.0,-2.0,-2.0
2837,LAC vs. MEM,-4.0,-8.600000000000001,-11.300000000000004,7.700000000000003,5.0,-7.0,-3.0,0.0,-1.0,2.0,2.0
2838,GSW @ UTA,11.0,1.0,7.799999999999997,-10.900000000000006,8.0,9.0,-1.0,-3.0,1.0,4.0,-5.0
2839,UTA vs. GSW,-11.0,-1.0,-7.799999999999997,10.900000000000006,-8.0,-9.0,1.0,3.0,-1.0,-4.0,5.0
2840,PHI @ DAL,-3.0,-5.200000000000003,-2.3999999999999986,-22.400000000000006,8.0,-8.0,-2.0,4.0,-7.0,-8.0,2.0
2841,DAL vs. PHI,3.0,5.200000000000003,2.3999999999999986,22.400000000000006,-8.0,8.0,2.0,-4.0,7.0,8.0,-2.0
2842,CHA @ CHI,-5.0,0.29999999999999716,-6.200000000000003,-33.900000000000006,3.0,-13.0,8.0,3.0,0.0,-7.0,5.0
2843,CHI vs. CHA,5.0,-0.29999999999999716,6.200000000000003,33.900000000000006,-3.0,13.0,-8.0,-3.0,0.0,7.0,-5.0
2844,DEN @ OKC,-2.0,7.300000000000004,-13.300000000000004,-23.199999999999996,-9.0,1.0,0.0,1.0,0.0,-1.0,-5.0
2845,OKC vs. DEN,2.0,-7.300000000000004,13.300000000000004,23.199999999999996,9.0,-1.0,0.0,-1.0,0.0,1.0,5.0
2846,MEM @ SAC,11.0,17.700000000000003,0.40000000000000213,-4.299999999999997,-4.0,18.0,9.0,-4.0,2.0,8.0,0.0
2847,SAC vs. MEM,-11.0,-17.700000000000003,-0.40000000000000213,4.299999999999997,4.0,-18.0,-9.0,4.0,-2.0,-8.0,0.0
2848,POR @ TOR,8.0,-0.30000000000000426,29.299999999999997,0.7999999999999972,0.0,-5.0,8.0,-1.0,3.0,-1.0,2.0
2849,TOR vs. POR,-8.0,0.30000000000000426,-29.299999999999997,-0.7999999999999972,0.0,5.0,-8.0,1.0,-3.0,1.0,-2.0
2850,DET @ LAL,-15.0,-3.9000000000000057,-5.200000000000003,-58.8,4.0,-3.0,-9.0,-4.0,-2.0,1.0,-10.0
2851,LAL vs. DET,15.0,3.9000000000000057,5.200000000000003,58.8,-4.0,3.0,9.0,4.0,2.0,-1.0,10.0
2852,BOS @ MIN,9.0,4.600000000000001,-8.599999999999998,10.0,1.0,-3.0,-4.0,-1.0,2.0,5.0,0.0
2853,MIL vs. OKC,-9.0,-4.600000000000001,8.599999999999998,-10.0,-1.0,3.0,4.0,1.0,-2.0,-5.0,0.0
2854,OKC @ MIL,13.0,6.600000000000001,-7.0,-2.8999999999999915,-2.0,1.0,-1.0,0.0,0.0,-5.0,-2.0
2855,MIL vs. OKC,-13.0,-6.600000000000001,7.0,2.8999999999999915,2.0,-1.0,1.0,0.0,0.0,5.0,2.0
2856,DEN @ HOU,-11.0,-5.100000000000001,-9.600000000000001,1.7000000000000028,6.0,-10.0,-5.0,2.0,-2.0,-3.0,10.0
2857,HOU vs. DEN,11.0,5.100000000000001,9.600000000000001,-1.7000000000000028,-6.0,10.0,5.0,-2.0,2.0,3.0,-10.0
2858,CLE @ WAS,7.0,4.600000000000001,23.6,22.799999999999997,-6.0,5.0,-4.0,1.0,3.0,2.0,2.0
2859,WAS vs. CLE,-7.0,-4.600000000000001,-23.6,-22.799999999999997,6.0,-5.0,4.0,-1.0,-3.0,-2.0,-2.0
2860,ATL @ NYK,20.0,18.6,7.600000000000001,1.5,-14.0,2.0,1.0,3.0,1.0,-1.0,-5.0
2861,NYK vs. ATL,-20.0,-18.6,-7.600000000000001,-1.5,14.0,-2.0,-1.0,-3.0,-1.0,1.0,5.0
2862,DAL @ ORL,8.0,-1.6999999999999957,10.3,-11.899999999999991,0.0,-10.0,5.0,8.0,2.0,-9.0,1.0
2863,ORL vs. DAL,-8.0,1.6999999999999957,-10.3,11.899999999999991,0.0,10.0,-5.0,-8.0,-2.0,9.0,-1.0
2864,PHI @ NOP,-37.0,-18.299999999999997,-14.799999999999997,4.299999999999997,0.0,-5.0,-14.0,-3.0,-15.0,4.0,-4.0
2865,NOP vs. PHI,37.0,18.299999999999997,14.799999999999997,-4.299999999999997,0.0,5.0,14.0,3.0,15.0,-4.0,4.0
2866,BOS @ MIN,-18.0,-3.1000000000000014,-2.599999999999998,-3.1000000000000085,-1.0,1.0,-5.0,-7.0,5.0,8.0,4.0
2867,MIN vs. BOS,18.0,3.1000000000000014,2.599999999999998,3.1000000000000085,1.0,-1.0,5.0,7.0,-5.0,-8.0,-4.0
2868,OKC @ MIL,-14.0,-1.1000000000000014,-1.0,-16.0,-4.0,5.0,-2.0,-6.0,3.0,-2.0,2.0
2869,MIN vs. BOS,14.0,1.1000000000000014,1.0,16.0,4.0,-5.0,2.0,6.0,-3.0,2.0,-2.0
2870,BKN @ LAC,-7.0,-9.5,-4.399999999999999,0.0,3.0,-15.0,1.0,1.0,-6.0,-6.0,5.0
2871,LAC vs. BKN,7.0,9.5,4.399999999999999,0.0,-3.0,15.0,-1.0,-1.0,6.0,6.0,-5.0
2872,UTA @ GSW,-14.0,-5.799999999999997,4.200000000000003,-16.099999999999994,-3.0,-7.0,-6.0,0.0,0.0,2.0,-1.0
2873,GSW vs. UTA,14.0,5.799999999999997,-4.200000000000003,16.099999999999994,3.0,7.0,6.0,0.0,0.0,-2.0,1.0
2874,IND @ CHI,-16.0,-10.600000000000001,-32.9,-0.6000000000000085,3.0,-8.0,-9.0,-1.0,2.0,-4.0,-5.0
2875,CHI vs. IND,16.0,10.600000000000001,32.9,0.6000000000000085,-3.0,8.0,9.0,1.0,-2.0,4.0,5.0
2876,MIA @ CHA,-13.0,0.10000000000000142,-17.9,12.099999999999994,-3.0,4.0,-7.0,-1.0,2.0,2.0,-2.0
2877,CHI vs. IND,13.0,-0.10000000000000142,17.9,-12.099999999999994,3.0,-4.0,7.0,1.0,-2.0,-2.0,2.0
2878,BOS @ MIN,-9.0,-11.200000000000003,-12.2,-8.0,9.0,-2.0,-4.0,1.0,0.0,6.0,-1.0
2879,MIA @ CHA,9.0,11.200000000000003,12.2,8.0,-9.0,2.0,4.0,-1.0,0.0,-6.0,1.0
2880,OKC @ MIL,-5.0,-9.200000000000003,-10.600000000000001,-20.89999999999999,6.0,2.0,-1.0,2.0,-2.0,-4.0,-3.0
2881,MIA @ CHA,5.0,9.200000000000003,10.600000000000001,20.89999999999999,-6.0,-2.0,1.0,-2.0,2.0,4.0,3.0
2882,IND @ CHI,13.0,5.100000000000001,-4.600000000000001,3.5999999999999943,2.0,-1.0,-4.0,0.0,5.0,1.0,-1.0
2883,CHA vs. MIA,-13.0,-5.100000000000001,4.600000000000001,-3.5999999999999943,-2.0,1.0,4.0,0.0,-5.0,-1.0,1.0
2884,MIA @ CHA,16.0,15.800000000000004,10.399999999999999,16.299999999999997,-4.0,11.0,-2.0,0.0,5.0,7.0,2.0
2885,CHA vs. MIA,-16.0,-15.800000000000004,-10.399999999999999,-16.299999999999997,4.0,-11.0,2.0,0.0,-5.0,-7.0,-2.0
2886,CHI @ TOR,16.0,9.600000000000001,19.999999999999996,12.200000000000003,0.0,5.0,2.0,-2.0,-1.0,-1.0,0.0
2887,TOR vs. CHI,-16.0,-9.600000000000001,-19.999999999999996,-12.200000000000003,0.0,-5.0,-2.0,2.0,1.0,1.0,0.0
2888,BKN @ PHX,2.0,0.7000000000000028,-19.000000000000004,-4.099999999999994,5.0,2.0,-3.0,0.0,0.0,-4.0,2.0
2889,PHX vs. BKN,-2.0,-0.7000000000000028,19.000000000000004,4.099999999999994,-5.0,-2.0,3.0,0.0,0.0,4.0,-2.0
2890,DAL @ MIA,-9.0,1.1000000000000014,15.599999999999998,6.799999999999997,-5.0,-3.0,0.0,1.0,4.0,8.0,-2.0
2891,MIN @ DEN,9.0,-1.1000000000000014,-15.599999999999998,-6.799999999999997,5.0,3.0,0.0,-1.0,-4.0,-8.0,2.0
2892,DAL @ MIA,-6.0,-4.100000000000001,4.399999999999999,2.4000000000000057,2.0,-2.0,5.0,-8.0,1.0,8.0,5.0
2893,MIA vs. DAL,6.0,4.100000000000001,-4.399999999999999,-2.4000000000000057,-2.0,2.0,-5.0,8.0,-1.0,-8.0,-5.0
2894,PHI @ ATL,-10.0,-1.6000000000000014,-17.2,-2.299999999999997,3.0,-7.0,-4.0,0.0,-1.0,1.0,-4.0
2895,ATL vs. PHI,10.0,1.6000000000000014,17.2,2.299999999999997,-3.0,7.0,4.0,0.0,1.0,-1.0,4.0
2896,MIN @ DEN,16.0,4.199999999999996,1.1999999999999993,16.400000000000006,-2.0,-2.0,-4.0,0.0,-4.0,4.0,2.0
2897,DET @ SAC,-16.0,-4.199999999999996,-1.1999999999999993,-16.400000000000006,2.0,2.0,4.0,0.0,4.0,-4.0,-2.0
2898,DET @ SAC,7.0,2.200000000000003,-13.899999999999999,-8.099999999999994,2.0,1.0,4.0,6.0,1.0,-5.0,1.0
2899,SAC vs. DET,-7.0,-2.200000000000003,13.899999999999999,8.099999999999994,-2.0,-1.0,-4.0,-6.0,-1.0,5.0,-1.0
2900,POR @ BOS,13.0,3.0999999999999943,-4.299999999999997,12.0,4.0,9.0,4.0,1.0,-2.0,3.0,-1.0
2901,BOS vs. POR,-13.0,-3.0999999999999943,4.299999999999997,-12.0,-4.0,-9.0,-4.0,-1.0,2.0,-3.0,1.0
2902,MIN @ DEN,-4.0,0.3999999999999986,-7.699999999999999,2.700000000000003,-3.0,-1.0,-6.0,3.0,-7.0,1.0,5.0
2903,DEN vs. MIN,4.0,-0.3999999999999986,7.699999999999999,-2.700000000000003,3.0,1.0,6.0,-3.0,7.0,-1.0,-5.0
2904,DAL @ MIA,27.0,15.899999999999999,-7.100000000000001,3.9000000000000057,-11.0,5.0,8.0,8.0,-4.0,9.0,-4.0
2905,MIL @ IND,-27.0,-15.899999999999999,7.100000000000001,-3.9000000000000057,11.0,-5.0,-8.0,-8.0,4.0,-9.0,4.0
2906,BKN @ PHX,-3.0,-2.799999999999997,-9.600000000000001,-2.3999999999999915,5.0,5.0,-7.0,2.0,0.0,-4.0,6.0
2907,PHI @ ATL,3.0,2.799999999999997,9.600000000000001,2.3999999999999915,-5.0,-5.0,7.0,-2.0,0.0,4.0,-6.0
2908,MIL @ IND,-27.0,-16.5,18.7,-8.700000000000003,8.0,-12.0,0.0,-2.0,-1.0,2.0,4.0
2909,IND vs. MIL,27.0,16.5,-18.7,8.700000000000003,-8.0,12.0,0.0,2.0,1.0,-2.0,-4.0
2910,MEM @ LAL,3.0,-0.29999999999999716,-34.0,45.5,6.0,5.0,2.0,1.0,-3.0,-2.0,-4.0
2911,LAL vs. MEM,-3.0,0.29999999999999716,34.0,-45.5,-6.0,-5.0,-2.0,-1.0,3.0,2.0,4.0
2912,CHA @ CLE,6.0,-0.5,13.3,-0.5999999999999943,2.0,2.0,4.0,-2.0,2.0,1.0,-4.0
2913,CLE vs. CHA,-6.0,0.5,-13.3,0.5999999999999943,-2.0,-2.0,-4.0,2.0,-2.0,-1.0,4.0
2914,DET @ SAC,6.0,-1.3999999999999986,-0.5999999999999979,-14.799999999999997,6.0,-3.0,7.0,2.0,1.0,-5.0,5.0
2915,SAS @ UTA,-6.0,1.3999999999999986,0.5999999999999979,14.799999999999997,-6.0,3.0,-7.0,-2.0,-1.0,5.0,-5.0
2916,SAS @ UTA,9.0,7.600000000000001,-4.600000000000001,13.699999999999996,-9.0,2.0,3.0,-1.0,1.0,-1.0,-8.0
2917,UTA vs. SAS,-9.0,-7.600000000000001,4.600000000000001,-13.699999999999996,9.0,-2.0,-3.0,1.0,-1.0,1.0,8.0
2918,HOU @ NYK,3.0,1.8999999999999986,-7.899999999999999,4.900000000000006,1.0,6.0,-6.0,0.0,1.0,5.0,-9.0
2919,NYK vs. HOU,-3.0,-1.8999999999999986,7.899999999999999,-4.900000000000006,-1.0,-6.0,6.0,0.0,-1.0,-5.0,9.0
2920,OKC @ GSW,-1.0,3.3999999999999986,-20.0,0.0,4.0,13.0,-6.0,-8.0,-2.0,12.0,-5.0
2921,GSW vs. OKC,1.0,-3.3999999999999986,20.0,0.0,-4.0,-13.0,6.0,8.0,2.0,-12.0,5.0
2922,CLE @ MIN,-29.0,-13.5,-18.7,-2.799999999999997,2.0,-14.0,-16.0,-1.0,-4.0,2.0,-2.0
2923,MIN vs. CLE,29.0,13.5,18.7,2.799999999999997,-2.0,14.0,16.0,1.0,4.0,-2.0,2.0
2924,MIL @ ORL,-3.0,1.8999999999999986,3.8999999999999986,19.5,-6.0,0.0,-4.0,2.0,-1.0,3.0,2.0
2925,ORL vs. MIL,3.0,-1.8999999999999986,-3.8999999999999986,-19.5,6.0,0.0,4.0,-2.0,1.0,-3.0,-2.0
2926,CHA @ BOS,6.0,-1.1000000000000014,-8.299999999999997,14.700000000000003,2.0,3.0,1.0,3.0,3.0,-4.0,-6.0
2927,BOS vs. CHA,-6.0,1.1000000000000014,8.299999999999997,-14.700000000000003,-2.0,-3.0,-1.0,-3.0,-3.0,4.0,6.0
2928,CLE @ MIN,4.0,-3.200000000000003,-7.199999999999999,-5.200000000000003,3.0,-5.0,2.0,-5.0,-6.0,-7.0,-1.0
2929,MIL @ ORL,-4.0,3.200000000000003,7.199999999999999,5.200000000000003,-3.0,5.0,-2.0,5.0,6.0,7.0,1.0
2930,PHX @ POR,-1.0,1.2999999999999972,-6.700000000000003,16.000000000000007,-4.0,-6.0,1.0,6.0,-2.0,-2.0,8.0
2931,POR vs. PHX,1.0,-1.2999999999999972,6.700000000000003,-16.000000000000007,4.0,6.0,-1.0,-6.0,2.0,2.0,-8.0
2932,HOU @ PHI,28.0,1.7999999999999972,3.3000000000000043,-12.900000000000006,3.0,6.0,18.0,-3.0,14.0,5.0,6.0
2933,PHX @ POR,-28.0,-1.7999999999999972,-3.3000000000000043,12.900000000000006,-3.0,-6.0,-18.0,3.0,-14.0,-5.0,-6.0
2934,NOP @ UTA,-6.0,-2.0,0.8000000000000043,8.200000000000003,-3.0,-7.0,-4.0,4.0,-4.0,-8.0,11.0
2935,UTA vs. NOP,6.0,2.0,-0.8000000000000043,-8.200000000000003,3.0,7.0,4.0,-4.0,4.0,8.0,-11.0
2936,OKC @ LAC,-8.0,1.4000000000000057,16.1,2.3999999999999915,-10.0,-5.0,-3.0,-3.0,-1.0,0.0,6.0
2937,LAC vs. OKC,8.0,-1.4000000000000057,-16.1,-2.3999999999999915,10.0,5.0,3.0,3.0,1.0,0.0,-6.0
2938,NYK @ ATL,4.0,-3.5,14.499999999999996,-7.0,0.0,-10.0,2.0,10.0,-3.0,-12.0,4.0
2939,ATL vs. NYK,-4.0,3.5,-14.499999999999996,7.0,0.0,10.0,-2.0,-10.0,3.0,12.0,-4.0
2940,TOR @ MEM,16.0,3.5999999999999943,24.699999999999996,19.89999999999999,-2.0,-1.0,-10.0,6.0,1.0,-4.0,-3.0
2941,MEM vs. TOR,-16.0,-3.5999999999999943,-24.699999999999996,-19.89999999999999,2.0,1.0,10.0,-6.0,-1.0,4.0,3.0
2942,OKC @ LAC,4.0,7.300000000000004,-0.6000000000000014,16.39999999999999,-11.0,-5.0,7.0,8.0,-6.0,8.0,2.0
2943,LAL @ DEN,-4.0,-7.300000000000004,0.6000000000000014,-16.39999999999999,11.0,5.0,-7.0,-8.0,6.0,-8.0,-2.0
2944,BKN @ SAC,-6.0,-12.800000000000004,-13.299999999999997,2.799999999999997,5.0,0.0,-14.0,-4.0,3.0,-2.0,9.0
2945,SAS vs. WAS,6.0,12.800000000000004,13.299999999999997,-2.799999999999997,-5.0,0.0,14.0,4.0,-3.0,2.0,-9.0
2946,WAS @ SAS,-13.0,-14.300000000000004,-3.1000000000000014,-2.299999999999997,7.0,-10.0,-13.0,5.0,-1.0,-8.0,-3.0
2947,SAS vs. WAS,13.0,14.300000000000004,3.1000000000000014,2.299999999999997,-7.0,10.0,13.0,-5.0,1.0,8.0,3.0
2948,HOU @ PHI,-6.0,3.0999999999999943,-7.399999999999999,-12.5,-2.0,2.0,5.0,-4.0,7.0,6.0,4.0
2949,PHI vs. HOU,6.0,-3.0999999999999943,7.399999999999999,12.5,2.0,-2.0,-5.0,4.0,-7.0,-6.0,-4.0
2950,LAL @ DEN,-12.0,-0.6000000000000014,9.5,-2.1999999999999886,-4.0,-3.0,-3.0,-7.0,1.0,6.0,7.0
2951,DEN vs. LAL,12.0,0.6000000000000014,-9.5,2.1999999999999886,4.0,3.0,3.0,7.0,-1.0,-6.0,-7.0
2952,BKN @ SAC,-21.0,-5.800000000000004,-10.199999999999996,3.8999999999999915,-2.0,4.0,-12.0,-6.0,4.0,9.0,0.0
2953,SAC vs. BKN,21.0,5.800000000000004,10.199999999999996,-3.8999999999999915,2.0,-4.0,12.0,6.0,-4.0,-9.0,0.0
2954,WAS @ SAS,-28.0,-7.300000000000004,0.0,-1.2000000000000028,0.0,-6.0,-11.0,3.0,0.0,3.0,-12.0
2955,SAC vs. BKN,28.0,7.300000000000004,0.0,1.2000000000000028,0.0,6.0,11.0,-3.0,0.0,-3.0,12.0
